druid,purl,Title,Subtitle,Date,Type,Type URI
druid:qn754sp9158,https://purl.stanford.edu/qn754sp9158,Internships with OSA,,10/26/78,still image,
druid:qn846cf6673,https://purl.stanford.edu/qn846cf6673,Resources To Center Black Community Needs - Office of Graduate Education,,,text,
druid:qn977pv3165,https://purl.stanford.edu/qn977pv3165,"Clayborne Carson, African-American History: The Modern Freedom Struggle,  #1846, tape 2, 2007-10-02",,10/2/07,moving image,http://id.loc.gov/authorities/genreForms/gf2011026712
druid:qp060pc5637,https://purl.stanford.edu/qp060pc5637,Grapevine,,2/11/84,text,
druid:qp196kd6764,https://purl.stanford.edu/qp196kd6764,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:qp290mk0846,https://purl.stanford.edu/qp290mk0846,Convocation & Rally,,1969-02,text,
druid:qp590wk8177,https://purl.stanford.edu/qp590wk8177,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:qp955dg4173,https://purl.stanford.edu/qp955dg4173,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:qq124zv1662,https://purl.stanford.edu/qq124zv1662,"Jessie Jackson - Martin Luther King, Jr. Day",,1/15/87,still image,http://vocab.getty.edu/aat/300046300
druid:qq236bx7310,https://purl.stanford.edu/qq236bx7310,Sit-in protesting South African investment--Board of Trustee's meeting at Hoover Institution,,5/14/85,still image,http://vocab.getty.edu/aat/300046300
druid:qq579pt1633,https://purl.stanford.edu/qq579pt1633,"Transition to new building, Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:qq755np6302,https://purl.stanford.edu/qq755np6302,East Palo Alto/Nairobi Legacy Reunion: Faye McNair-Knox,,7/23/04,still image,http://vocab.getty.edu/aat/300046300
druid:qr009bs7211,https://purl.stanford.edu/qr009bs7211,South Africa Divestment protest at President's Office,,7/26/85,still image,http://vocab.getty.edu/aat/300046300
druid:qr023yp2598,https://purl.stanford.edu/qr023yp2598,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:qr057nm3381,https://purl.stanford.edu/qr057nm3381,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:qr192hr5929,https://purl.stanford.edu/qr192hr5929,Sp16-AFRICAAM-154-01,Black Feminist Theory,2016,text,http://vocab.getty.edu/aat/300028026
druid:qr231hh2464,https://purl.stanford.edu/qr231hh2464,"Senior Semi-Formal, photograph shared at Black Grad 2003 slideshow, Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:qr414kq6275,https://purl.stanford.edu/qr414kq6275,"Rally the Resistance, Stanford University",,1/20/17,still image,http://vocab.getty.edu/aat/300046300
druid:qr594dj0349,https://purl.stanford.edu/qr594dj0349,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:qr684zq1130,https://purl.stanford.edu/qr684zq1130,"What happened to George Zimmerman was a travesty of justice. He should never have been charged in the first place - said at SLS. Racism Lives Here Too, 2018",,2018-02,still image,http://vocab.getty.edu/aat/300027221
druid:qr776rs1019,https://purl.stanford.edu/qr776rs1019,Ujamaa posters,,,text,http://vocab.getty.edu/aat/300027221
druid:qr797rn3482,https://purl.stanford.edu/qr797rn3482,Ewart Thomas - Professor Chrm. Psychology - Black Students at Stanford Brochure,,8/16/85,still image,http://vocab.getty.edu/aat/300046300
druid:qr892fr1883,https://purl.stanford.edu/qr892fr1883,"Stanford Out of South Africa records, 1985",,1985,mixed material,
druid:qs343bp0529,https://purl.stanford.edu/qs343bp0529,Jacyn Mitchell - Director Government Relations - Black Students at Stanford Brochure,,8/13/85,still image,http://vocab.getty.edu/aat/300046300
druid:qs497xj9953,https://purl.stanford.edu/qs497xj9953,AIT_14327/2022_10,,,,
druid:qs511ss6143,https://purl.stanford.edu/qs511ss6143,Ujamaa residents,,,still image,http://vocab.getty.edu/aat/300046300
druid:qs618xy2908,https://purl.stanford.edu/qs618xy2908,Informational Meeting on Political Activities,,10/29/82,still image,http://vocab.getty.edu/aat/300224742
druid:qs625gq4225,https://purl.stanford.edu/qs625gq4225,Studio Watts Drama Group,,10/3/68,still image,http://vocab.getty.edu/aat/300046300
druid:qs787tm9792,https://purl.stanford.edu/qs787tm9792,"Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:qs851wz8183,https://purl.stanford.edu/qs851wz8183,"Ujamaa, Stanford Jam Pac'd",,,still image,http://vocab.getty.edu/aat/300046300
druid:qs866hc9871,https://purl.stanford.edu/qs866hc9871,Sp12-AFRICAST-211-01,Education For All? The Global And Local In Public Policy Making In Africa,2012,text,http://vocab.getty.edu/aat/300028026
druid:qs916df4078,https://purl.stanford.edu/qs916df4078,Origins Rehearsal,,,moving image,http://vocab.getty.edu/aat/300069200
druid:qt025rx4293,https://purl.stanford.edu/qt025rx4293,W15-AFRICAAM-115-01,South African Encounters,2015,text,http://vocab.getty.edu/aat/300028026
druid:qt154mm1895,https://purl.stanford.edu/qt154mm1895,Frank J. Omowale Satterwhite,,4/8/19,sound recording-nonmusical,http://id.loc.gov/vocabulary/marcgt/int
druid:qt282gh9166,https://purl.stanford.edu/qt282gh9166,"You guys should take cultural appropriation as a compliment - said at SLS. Racism Lives Here Too, 2018",,2018-02,still image,http://vocab.getty.edu/aat/300027221
druid:qt331pq4173,https://purl.stanford.edu/qt331pq4173,East Palo Alto/Nairobi Legacy Reunion: Regina Thompson,,7/24/04,still image,http://vocab.getty.edu/aat/300046300
druid:qt738xk8805,https://purl.stanford.edu/qt738xk8805,Where's the Unity?,,,still image,http://vocab.getty.edu/aat/300224742
druid:qt771px9848,https://purl.stanford.edu/qt771px9848,Follow-up of black freshmen,,11/6/70,text,http://vocab.getty.edu/aat/300027267
druid:qt781cj1735,https://purl.stanford.edu/qt781cj1735,W13-AFRICAAM-112-01,Urban Education,2013,text,http://vocab.getty.edu/aat/300028026
druid:qt851tb6895,https://purl.stanford.edu/qt851tb6895,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:qt893yv6670,https://purl.stanford.edu/qt893yv6670,Dalai Lama Luncheon ‘A’ Camera Letterbox; Walk in Quad; MLK with Clayborne Carson motorcade,,11/4/05,moving image,http://id.loc.gov/authorities/genreForms/gf2011026712
druid:qt958tr4896,https://purl.stanford.edu/qt958tr4896,Black student tutoring program,,6/29/70,still image,http://vocab.getty.edu/aat/300046300
druid:qv024rk5126,https://purl.stanford.edu/qv024rk5126,"Ujamaa, Stanford Jam Pac'd",,,still image,http://vocab.getty.edu/aat/300046300
druid:qv078yt9901,https://purl.stanford.edu/qv078yt9901,F10-AFRICAST-151B-01,"Plagues And Politics: Critical Links Between Politics, Economics, And Infectious Diseases In Africa",2010,text,http://vocab.getty.edu/aat/300028026
druid:qv198zx9803,https://purl.stanford.edu/qv198zx9803,"Mike and Iliya, photograph shared at Black Grad 2003 slideshow, Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:qv314nk1618,https://purl.stanford.edu/qv314nk1618,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:qv404tn4597,https://purl.stanford.edu/qv404tn4597,Sp16-AFRICAST-111-01,Education For All? The Global And Local In Public Policy Making In Africa,2016,text,http://vocab.getty.edu/aat/300028026
druid:qv458dw0436,https://purl.stanford.edu/qv458dw0436,Sit-in protesting South African investment--Board of Trustee's meeting at Hoover Institution,,5/14/85,still image,http://vocab.getty.edu/aat/300046300
druid:qv581pg0680,https://purl.stanford.edu/qv581pg0680,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:qv661qy7884,https://purl.stanford.edu/qv661qy7884,"Amnesty International USA, South Africa Special Action: Winnie Mandela",,1985,mixed material,
druid:qv690hc8838,https://purl.stanford.edu/qv690hc8838,Sit-in protesting South African investment--Board of Trustee's meeting at Hoover Institution,,5/14/85,still image,http://vocab.getty.edu/aat/300046300
druid:qv799xj0889,https://purl.stanford.edu/qv799xj0889,Stanford African Students Association,,1980,text,http://vocab.getty.edu/aat/300026906
druid:qv846wj0986,https://purl.stanford.edu/qv846wj0986,"Ujamaa, Stanford Jam Pac'd",,,still image,http://vocab.getty.edu/aat/300046300
druid:qv926mx5411,https://purl.stanford.edu/qv926mx5411,Everyday People / Clay Carson Exhibit,,,moving image,http://id.loc.gov/authorities/genreForms/gf2011026712
druid:qv945mf9134,https://purl.stanford.edu/qv945mf9134,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:qw111jd2180,https://purl.stanford.edu/qw111jd2180,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:qw280hp5461,https://purl.stanford.edu/qw280hp5461,South Carolina Sea Islands Learning Expedition,Tapes 5-6,1999,moving image,http://vocab.getty.edu/aat/300265794
druid:qw290ts0380,https://purl.stanford.edu/qw290ts0380,Students Out of South Africa--Sit-in at Old Union,,10/16/85,still image,http://vocab.getty.edu/aat/300046300
druid:qw373bq3686,https://purl.stanford.edu/qw373bq3686,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:qw399zm0216,https://purl.stanford.edu/qw399zm0216,2005-06 Events: Camera 2,Tape 1,,moving image,http://vocab.getty.edu/aat/300069200
druid:qw414mw4523,https://purl.stanford.edu/qw414mw4523,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:qw585tr3549,https://purl.stanford.edu/qw585tr3549,"Ujamaa, rafting trip",,,still image,http://vocab.getty.edu/aat/300046300
druid:qw696nv2602,https://purl.stanford.edu/qw696nv2602,Sit-in protesting South African investment--Board of Trustee's meeting at Hoover Institution,,5/14/85,still image,http://vocab.getty.edu/aat/300046300
druid:qw730qj5866,https://purl.stanford.edu/qw730qj5866,The,African Origins Of Civilization With Ashra Kwesi,1988-01,still image,
druid:qw822yz9702,https://purl.stanford.edu/qw822yz9702,East Palo Alto/Nairobi Legacy Reunion: Eugene (Moriba) Perkins,,7/24/04,still image,http://vocab.getty.edu/aat/300046300
druid:qx112zs6195,https://purl.stanford.edu/qx112zs6195,Week of Solidarity with the Liberation Struggles in Southern Africa and the Third World,,1983-02,still image,http://vocab.getty.edu/aat/300224742
druid:qx163fd7126,https://purl.stanford.edu/qx163fd7126,"Copy of transcript of talk by Donald Kennedy, Thursday, April 25, 1985",,4/25/85,mixed material,
druid:qx199ns4432,https://purl.stanford.edu/qx199ns4432,"Martin Luther King, Jr. at Stanford",,4/14/67,still image,http://vocab.getty.edu/aat/300046300
druid:qx313qs8282,https://purl.stanford.edu/qx313qs8282,Sit-in protesting South African investment--Board of Trustee's meeting at Hoover Institution,,5/14/85,still image,http://vocab.getty.edu/aat/300046300
druid:qx355js6395,https://purl.stanford.edu/qx355js6395,Grapevine,,1/21/80,text,
druid:qx719gj8400,https://purl.stanford.edu/qx719gj8400,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:qx769dj4825,https://purl.stanford.edu/qx769dj4825,"Stanford Master's, Doctoral, and Professional Degree Opportunities for Black Students",,,text,
druid:qx931zb6717,https://purl.stanford.edu/qx931zb6717,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:qy169zn5107,https://purl.stanford.edu/qy169zn5107,Grapevine,,11/16/81,text,
druid:qy293wf0556,https://purl.stanford.edu/qy293wf0556,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:qy330mb4389,https://purl.stanford.edu/qy330mb4389,Students Out of South Africa--Sit-in at Old Union,,10/16/85,still image,http://vocab.getty.edu/aat/300046300
druid:qy505hq8683,https://purl.stanford.edu/qy505hq8683,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:qy541my9656,https://purl.stanford.edu/qy541my9656,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:qy609pn5737,https://purl.stanford.edu/qy609pn5737,Kirk Holmes,,4/5/19,text,http://id.loc.gov/vocabulary/marcgt/int
druid:qy718bk6185,https://purl.stanford.edu/qy718bk6185,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:qy849vb9266,https://purl.stanford.edu/qy849vb9266,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:qy953qp3013,https://purl.stanford.edu/qy953qp3013,"Ella Fitzgerald and Duke Ellington, Jazz Year 1965",,10/31/65,still image,http://vocab.getty.edu/aat/300046300
druid:qy958xs7154,https://purl.stanford.edu/qy958xs7154,"Parents Weekend, Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:qz165rk7211,https://purl.stanford.edu/qz165rk7211,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:qz279hy1668,https://purl.stanford.edu/qz279hy1668,A Sisters Welcome for Elieshi Baregu,,,still image,http://vocab.getty.edu/aat/300224742
druid:qz296hb8956,https://purl.stanford.edu/qz296hb8956,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:qz379cb8762,https://purl.stanford.edu/qz379cb8762,Stanford King Institute #StandWithKing,,,text,
druid:qz436kg2146,https://purl.stanford.edu/qz436kg2146,Sp16-AFRICAAM-21-01,African American Vernacular English,2016,text,http://vocab.getty.edu/aat/300028026
druid:qz700rm3893,https://purl.stanford.edu/qz700rm3893,Sit-in protesting South African investment--Board of Trustee's meeting at Hoover Institution,,5/14/85,still image,http://vocab.getty.edu/aat/300046300
druid:qz718vm1872,https://purl.stanford.edu/qz718vm1872,Con Funk Shun,,2/11/78,still image,http://vocab.getty.edu/aat/300224742
druid:rb377hm8540,https://purl.stanford.edu/rb377hm8540,"Ujamaa, Stanford Jam Pac'd",,,still image,http://vocab.getty.edu/aat/300046300
druid:rb446bv8599,https://purl.stanford.edu/rb446bv8599,News Conference: Student Award Winners Calling for Divestment,,6/3/86,still image,http://vocab.getty.edu/aat/300046300
druid:rb480mv6179,https://purl.stanford.edu/rb480mv6179,F14-AFRICAAM-115-01,South African Encounters,2014,text,http://vocab.getty.edu/aat/300028026
druid:rb505qd1375,https://purl.stanford.edu/rb505qd1375,"The Real News, Volume 10, Number 6",1978-06,1978-06,text,
druid:rb630ct9178,https://purl.stanford.edu/rb630ct9178,Comeup Collective Podcast,"S01 E07, Black Lives Matter",6/5/20,moving image,http://vocab.getty.edu/aat/300310137
druid:rb635dg5819,https://purl.stanford.edu/rb635dg5819,"Stanford out of South Africa (SOSA), Sit-in at Old Union",,10/23/85,still image,http://vocab.getty.edu/aat/300046300
druid:rb695tt1485,https://purl.stanford.edu/rb695tt1485,Teaching About South Africa,,4/25/86,still image,http://vocab.getty.edu/aat/300224742
druid:rb822cf9115,https://purl.stanford.edu/rb822cf9115,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:rb927qr2479,https://purl.stanford.edu/rb927qr2479,"Photograph shared at Black Grad 2003 slideshow, Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:rc057qg8883,https://purl.stanford.edu/rc057qg8883,Stanford Black Premedical Organization First Organizational Meeting,,10/9/80,text,
druid:rc087ty6942,https://purl.stanford.edu/rc087ty6942,Afro-American '68,,1968,still image,http://vocab.getty.edu/aat/300027221
druid:rc150rd4489,https://purl.stanford.edu/rc150rd4489,"Kia, photograph shared at Black Grad 2003 slideshow, Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:rc205yr0512,https://purl.stanford.edu/rc205yr0512,"Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:rc262gc3754,https://purl.stanford.edu/rc262gc3754,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:rc493vm6481,https://purl.stanford.edu/rc493vm6481,"The Real News, Volume 10, Number 5",1978-04,1978-04,text,
druid:rc505yx1802,https://purl.stanford.edu/rc505yx1802,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:rc856wj7275,https://purl.stanford.edu/rc856wj7275,AIA smoker,,,still image,
druid:rc896jx3786,https://purl.stanford.edu/rc896jx3786,Fireside chat on contraception,,,still image,
druid:rd062hp4200,https://purl.stanford.edu/rd062hp4200,Jacyn Mitchell - Director Government Relations - Black Students at Stanford Brochure,,8/13/85,still image,http://vocab.getty.edu/aat/300046300
druid:rd086mt4655,https://purl.stanford.edu/rd086mt4655,"Black Lives Matter memorial, Stanford University",,7/12/20,still image,http://vocab.getty.edu/aat/300417379
druid:rd178zm4499,https://purl.stanford.edu/rd178zm4499,"Black Lives Matter memorial, Stanford University",,7/12/20,still image,http://vocab.getty.edu/aat/300417379
